timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,Latency,IdleTime,Connect
1516734345119,837,HTTP Request,200,OK,Thread Group 1-7,text,true,,112271,117,100,100,627,0,272
1516734345121,844,HTTP Request,200,OK,Thread Group 1-9,text,true,,112273,117,100,100,648,0,280
1516734345138,831,HTTP Request,200,OK,Thread Group 1-12,text,true,,112273,117,100,100,633,0,269
1516734345062,916,HTTP Request,200,OK,Thread Group 1-3,text,true,,112273,117,100,100,680,0,322
1516734345143,839,HTTP Request,200,OK,Thread Group 1-11,text,true,,112273,117,100,100,646,0,264
1516734345071,925,HTTP Request,200,OK,Thread Group 1-4,text,true,,112273,117,100,100,691,0,306
1516734345044,958,HTTP Request,200,OK,Thread Group 1-1,text,true,,112273,117,100,100,686,0,348
1516734345051,952,HTTP Request,200,OK,Thread Group 1-2,text,true,,112273,117,100,100,736,0,324
1516734345132,873,HTTP Request,200,OK,Thread Group 1-10,text,true,,112273,117,100,100,624,0,275
1516734345118,893,HTTP Request,200,OK,Thread Group 1-8,text,true,,112271,117,100,100,668,0,276
1516734345203,827,HTTP Request,200,OK,Thread Group 1-17,text,true,,112273,117,100,100,607,0,262
1516734345115,864,HTTP Request,200,OK,Thread Group 1-6,text,true,,112271,117,100,100,643,0,285
1516734345163,873,HTTP Request,200,OK,Thread Group 1-13,text,true,,112273,117,100,100,648,0,256
1516734345285,820,HTTP Request,200,OK,Thread Group 1-25,text,true,,112273,117,100,100,632,0,246
1516734345199,908,HTTP Request,200,OK,Thread Group 1-18,text,true,,112273,117,100,100,632,0,258
1516734345315,795,HTTP Request,200,OK,Thread Group 1-28,text,true,,112273,117,100,100,608,0,255
1516734345182,954,HTTP Request,200,OK,Thread Group 1-15,text,true,,112273,117,100,100,654,0,282
1516734345294,871,HTTP Request,200,OK,Thread Group 1-26,text,true,,112273,117,100,100,673,0,249
1516734345361,805,HTTP Request,200,OK,Thread Group 1-34,text,true,,112271,117,100,100,608,0,258
1516734345269,905,HTTP Request,200,OK,Thread Group 1-22,text,true,,112273,117,100,100,617,0,258
1516734345305,878,HTTP Request,200,OK,Thread Group 1-27,text,true,,112273,117,100,100,663,0,252
1516734345268,919,HTTP Request,200,OK,Thread Group 1-21,text,true,,112272,117,100,100,599,0,251
1516734345198,989,HTTP Request,200,OK,Thread Group 1-16,text,true,,112271,117,100,100,670,0,260
1516734345327,864,HTTP Request,200,OK,Thread Group 1-29,text,true,,112273,117,100,100,649,0,262
1516734345407,817,HTTP Request,200,OK,Thread Group 1-37,text,true,,112265,117,100,100,634,0,279
1516734345466,764,HTTP Request,200,OK,Thread Group 1-43,text,true,,112266,117,100,100,609,0,247
1516734345356,883,HTTP Request,200,OK,Thread Group 1-32,text,true,,112273,117,100,100,699,0,272
1516734345426,815,HTTP Request,200,OK,Thread Group 1-39,text,true,,112273,117,100,100,592,0,249
1516734345335,908,HTTP Request,200,OK,Thread Group 1-30,text,true,,112271,117,100,100,607,0,243
1516734345457,786,HTTP Request,200,OK,Thread Group 1-42,text,true,,112273,117,100,100,622,0,260
1516734345388,856,HTTP Request,200,OK,Thread Group 1-35,text,true,,112271,117,100,100,628,0,264
1516734345269,987,HTTP Request,200,OK,Thread Group 1-23,text,true,,112273,117,100,100,602,0,249
1516734345210,1057,HTTP Request,200,OK,Thread Group 1-19,text,true,,112273,117,100,100,659,0,272
1516734345507,773,HTTP Request,200,OK,Thread Group 1-47,text,true,,112272,117,100,100,615,0,246
1516734345476,814,HTTP Request,200,OK,Thread Group 1-44,text,true,,112273,117,100,100,648,0,260
1516734345365,926,HTTP Request,200,OK,Thread Group 1-33,text,true,,112273,117,100,100,636,0,260
